Genome_ID	Species	Accession	Gene_ID	Module_ID	Catalog_gene_symbol	locus_tag	Prokka_gene	EC_number	product	Evidence
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC029	FM07	noxE	LABG0418_00584	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC029	FM07	noxE	LABG0418_00590	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC006	FM01	gap	LABG0418_00609	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC007	FM01	pgk	LABG0418_00610	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC005	FM01	tpi	LABG0418_00611	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC009	FM01	eno	LABG0418_00612	eno2	4.2.1.11	Enolase 2	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC019	FM04	pta	LABG0418_00626	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC027	FM06	pox	LABG0418_00663	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC027	FM06	pox	LABG0418_00665	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC012	FM02	ldhD	LABG0418_00683		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC033	FM07	ldhD	LABG0418_00683		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC008	FM01	pgm	LABG0418_00705	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC008	FM01	pgm	LABG0418_00706	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC024	FM06	alsS	LABG0418_00791	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC011	FM02	ldh	LABG0418_00928	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC032	FM07	ldh	LABG0418_00928	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC009	FM01	eno	LABG0418_01242	eno_1	4.2.1.11	Enolase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC030	FM07	npr	LABG0418_01257	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC016	FM03	gnd	LABG0418_01343	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC001	FM01	glk	LABG0418_01370	glcK	2.7.1.2	Glucokinase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC017	FM03	rpe	LABG0418_01415	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC021	FM05	adhE	LABG0418_01451		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC022	FM05	adh	LABG0418_01451		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC031	FM07	adhE	LABG0418_01451		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC010	FM01	pyk	LABG0418_01648	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC003	FM01	pfk	LABG0418_01649	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC009	FM01	eno	LABG0418_01667	eno_2	4.2.1.11	Enolase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC029	FM07	noxE	LABG0418_01687	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC025	FM06	alsD	LABG0418_01746	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC012	FM02	ldhD	LABG0418_01771		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC033	FM07	ldhD	LABG0418_01771		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC011	FM02	ldh	LABG0418_01849	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC032	FM07	ldh	LABG0418_01849	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC015	FM03	pgl	LABG0418_01904	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC020	FM04	ackA	LABG0418_01948	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC002	FM01	pgi	LABG0418_02194	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC030	FM07	npr	LABG0418_02228	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC027	FM06	pox	LABG0418_02291	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC013	FM03	xfp	LABG0418_02313	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC014	FM03	zwf	LABG0418_02331	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC008	FM01	pgm	LABG0418_02490	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC021	FM05	adhE	LABG0418_02494	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC022	FM05	adh	LABG0418_02494	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC031	FM07	adhE	LABG0418_02494	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC008	FM01	pgm	LABG0418_02726	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC023	FM06	pfl	LABG0418_02839	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC029	FM07	noxE	LABG0418_02932	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC013	FM03	xfp	LABG0418_03015	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC027	FM06	pox	LABG0418_03038	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC027	FM06	pox	LABG0418_03040	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC021	FM05	adhE	LABG0418_03104	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0418	Lactiplantibacillus plantarum	GCF_057400295.1	GC031	FM07	adhE	LABG0418_03104	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC020	FM04	ackA	LABG0419_00207	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC020	FM04	ackA	LABG0419_00305	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC021	FM05	adhE	LABG0419_00322	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC031	FM07	adhE	LABG0419_00322	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC004	FM01	fba	LABG0419_00323	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC018	FM03	rpi	LABG0419_00344	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC011	FM02	ldh	LABG0419_00483	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC032	FM07	ldh	LABG0419_00483	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC008	FM01	pgm	LABG0419_00617	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC018	FM03	rpi	LABG0419_00620	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC029	FM07	noxE	LABG0419_00700	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC029	FM07	noxE	LABG0419_00706	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC006	FM01	gap	LABG0419_00725	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC007	FM01	pgk	LABG0419_00726	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC005	FM01	tpi	LABG0419_00727	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC009	FM01	eno	LABG0419_00728	eno2	4.2.1.11	Enolase 2	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC019	FM04	pta	LABG0419_00745	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC027	FM06	pox	LABG0419_00781	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC027	FM06	pox	LABG0419_00784	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC012	FM02	ldhD	LABG0419_00802		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC033	FM07	ldhD	LABG0419_00802		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC008	FM01	pgm	LABG0419_00825	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC008	FM01	pgm	LABG0419_00826	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC015	FM03	pgl	LABG0419_00902	pgl_1	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC024	FM06	alsS	LABG0419_00932	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC011	FM02	ldh	LABG0419_01010	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC032	FM07	ldh	LABG0419_01010	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC030	FM07	npr	LABG0419_01279	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC016	FM03	gnd	LABG0419_01336	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC001	FM01	glk	LABG0419_01363	glcK	2.7.1.2	Glucokinase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC017	FM03	rpe	LABG0419_01408	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC021	FM05	adhE	LABG0419_01449		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC022	FM05	adh	LABG0419_01449		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC031	FM07	adhE	LABG0419_01449		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC010	FM01	pyk	LABG0419_01646	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC003	FM01	pfk	LABG0419_01647	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC009	FM01	eno	LABG0419_01666	eno_1	4.2.1.11	Enolase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC009	FM01	eno	LABG0419_01667	eno_2	4.2.1.11	Enolase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC029	FM07	noxE	LABG0419_01695	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC025	FM06	alsD	LABG0419_01755	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC012	FM02	ldhD	LABG0419_01780		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC033	FM07	ldhD	LABG0419_01780		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC011	FM02	ldh	LABG0419_01933	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC032	FM07	ldh	LABG0419_01933	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC015	FM03	pgl	LABG0419_01987	pgl_2	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC020	FM04	ackA	LABG0419_02032	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC002	FM01	pgi	LABG0419_02186	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC030	FM07	npr	LABG0419_02232	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC027	FM06	pox	LABG0419_02294	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC013	FM03	xfp	LABG0419_02321	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC014	FM03	zwf	LABG0419_02339	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC008	FM01	pgm	LABG0419_02495	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC021	FM05	adhE	LABG0419_02499	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC022	FM05	adh	LABG0419_02499	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC031	FM07	adhE	LABG0419_02499	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC008	FM01	pgm	LABG0419_02752	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC023	FM06	pfl	LABG0419_02875	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC029	FM07	noxE	LABG0419_02969	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC013	FM03	xfp	LABG0419_03057	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC001	FM01	glk	LABG0419_03065	glkA	2.7.1.2	Glucokinase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC027	FM06	pox	LABG0419_03084	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC027	FM06	pox	LABG0419_03086	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC021	FM05	adhE	LABG0419_03097	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC031	FM07	adhE	LABG0419_03097	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC030	FM07	npr	LABG0419_03145	npr_3	1.11.1.1	NADH peroxidase	gene+EC
LABG_0419	Lactiplantibacillus plantarum	GCF_057418535.1	GC020	FM04	ackA	LABG0419_03312	ackA_4	2.7.2.1	Acetate kinase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC020	FM04	ackA	LABG0420_00207	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC020	FM04	ackA	LABG0420_00305	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC021	FM05	adhE	LABG0420_00322	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC031	FM07	adhE	LABG0420_00322	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC004	FM01	fba	LABG0420_00323	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC018	FM03	rpi	LABG0420_00344	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC011	FM02	ldh	LABG0420_00483	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC032	FM07	ldh	LABG0420_00483	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC008	FM01	pgm	LABG0420_00617	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC018	FM03	rpi	LABG0420_00620	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC029	FM07	noxE	LABG0420_00700	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC029	FM07	noxE	LABG0420_00706	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC006	FM01	gap	LABG0420_00725	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC007	FM01	pgk	LABG0420_00726	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC005	FM01	tpi	LABG0420_00727	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC009	FM01	eno	LABG0420_00728	eno2	4.2.1.11	Enolase 2	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC019	FM04	pta	LABG0420_00745	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC027	FM06	pox	LABG0420_00781	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC027	FM06	pox	LABG0420_00784	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC012	FM02	ldhD	LABG0420_00802		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC033	FM07	ldhD	LABG0420_00802		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC008	FM01	pgm	LABG0420_00825	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC008	FM01	pgm	LABG0420_00826	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC015	FM03	pgl	LABG0420_00902	pgl_1	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC024	FM06	alsS	LABG0420_00932	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC011	FM02	ldh	LABG0420_01010	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC032	FM07	ldh	LABG0420_01010	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC030	FM07	npr	LABG0420_01280	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC016	FM03	gnd	LABG0420_01337	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC001	FM01	glk	LABG0420_01364	glcK	2.7.1.2	Glucokinase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC017	FM03	rpe	LABG0420_01409	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC021	FM05	adhE	LABG0420_01450		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC022	FM05	adh	LABG0420_01450		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC031	FM07	adhE	LABG0420_01450		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC010	FM01	pyk	LABG0420_01647	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC003	FM01	pfk	LABG0420_01648	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC009	FM01	eno	LABG0420_01667	eno_1	4.2.1.11	Enolase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC009	FM01	eno	LABG0420_01668	eno_2	4.2.1.11	Enolase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC029	FM07	noxE	LABG0420_01696	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC025	FM06	alsD	LABG0420_01756	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC012	FM02	ldhD	LABG0420_01781		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC033	FM07	ldhD	LABG0420_01781		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC011	FM02	ldh	LABG0420_01934	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC032	FM07	ldh	LABG0420_01934	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC015	FM03	pgl	LABG0420_01988	pgl_2	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC020	FM04	ackA	LABG0420_02033	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC002	FM01	pgi	LABG0420_02187	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0420	Lactiplantibacillus plantarum	GCF_057418565.1	GC030	FM07	npr	LABG0420_02233	npr_2	1.11.1.1	NADH peroxidase	gene+EC
