Genome_ID,Species_original,Species_current,Genus,Accession,FASTA_file,Study_group,Duplicate_accession,Include_primary_analysis,Assembly_level,Genome_size_bp,GC_percent,CDS,rRNA,tRNA,Contigs,N50_bp,Isolation_source,Fermentation_type,Notes
LABG_0418,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057400295.1,GCF_057400295.1.fna,core_LAB,False,,,3336829,44.4582,,,,3,,,,
LABG_0419,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057418535.1,GCF_057418535.1.fna,core_LAB,False,,,3436380,44.3351,,,,8,,,,
LABG_0420,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057418565.1,GCF_057418565.1.fna,core_LAB,False,,,3449076,44.3065,,,,10,,,,
LABG_0421,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057418615.1,GCF_057418615.1.fna,core_LAB,False,,,3556116,44.2635,,,,11,,,,
LABG_0422,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057418625.1,GCF_057418625.1.fna,core_LAB,False,,,3345035,44.387,,,,7,,,,
LABG_0423,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057418965.1,GCF_057418965.1.fna,core_LAB,False,,,3380435,44.389,,,,2,,,,
LABG_0424,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057457675.1,GCF_057457675.1.fna,core_LAB,False,,,3217862,44.5643,,,,1,,,,
LABG_0425,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057736435.1,GCF_057736435.1.fna,core_LAB,False,,,3544437,44.3182,,,,3,,,,
LABG_0426,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057736635.1,GCF_057736635.1.fna,core_LAB,False,,,3326610,44.4262,,,,5,,,,
LABG_0427,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057785035.1,GCF_057785035.1.fna,core_LAB,False,,,3390765,44.4044,,,,4,,,,
LABG_0428,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057786755.1,GCF_057786755.1.fna,core_LAB,False,,,3347625,44.4979,,,,1,,,,
LABG_0429,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057815115.1,GCF_057815115.1.fna,core_LAB,False,,,3497612,44.1096,,,,1,,,,
LABG_0430,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057895855.1,GCF_057895855.1.fna,core_LAB,False,,,3348674,44.3194,,,,4,,,,
LABG_0431,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058066585.1,GCF_058066585.1.fna,core_LAB,False,,,3476471,44.2916,,,,7,,,,
LABG_0432,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058091815.1,GCF_058091815.1.fna,core_LAB,False,,,3311080,44.4871,,,,2,,,,
LABG_0433,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134385.1,GCF_058134385.1.fna,core_LAB,False,,,3355377,44.3477,,,,8,,,,
LABG_0434,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134395.1,GCF_058134395.1.fna,core_LAB,False,,,3324833,44.4711,,,,2,,,,
LABG_0435,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134425.1,GCF_058134425.1.fna,core_LAB,False,,,3338446,44.3419,,,,3,,,,
LABG_0436,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134445.1,GCF_058134445.1.fna,core_LAB,False,,,3163657,45.17,,,,3,,,,
LABG_0437,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134455.1,GCF_058134455.1.fna,core_LAB,False,,,3245141,44.5622,,,,1,,,,
LABG_0438,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134485.1,GCF_058134485.1.fna,core_LAB,False,,,3282686,44.3097,,,,6,,,,
LABG_0439,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134505.1,GCF_058134505.1.fna,core_LAB,False,,,3232908,44.4851,,,,7,,,,
LABG_0440,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134515.1,GCF_058134515.1.fna,core_LAB,False,,,3523879,44.1828,,,,8,,,,
LABG_0441,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134545.1,GCF_058134545.1.fna,core_LAB,False,,,3421904,44.2154,,,,12,,,,
LABG_0442,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134565.1,GCF_058134565.1.fna,core_LAB,False,,,3529213,44.1474,,,,5,,,,
LABG_0443,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134575.1,GCF_058134575.1.fna,core_LAB,False,,,3317313,44.2454,,,,7,,,,
LABG_0444,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134605.1,GCF_058134605.1.fna,core_LAB,False,,,3130813,45.2901,,,,3,,,,
LABG_0445,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134625.1,GCF_058134625.1.fna,core_LAB,False,,,3365755,44.4073,,,,3,,,,
LABG_0446,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134635.1,GCF_058134635.1.fna,core_LAB,False,,,3352306,44.3161,,,,4,,,,
LABG_0447,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134665.1,GCF_058134665.1.fna,core_LAB,False,,,3163668,45.17,,,,3,,,,
LABG_0448,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134675.1,GCF_058134675.1.fna,core_LAB,False,,,3161380,45.174,,,,3,,,,
LABG_0449,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134705.1,GCF_058134705.1.fna,core_LAB,False,,,3163656,45.1698,,,,3,,,,
LABG_0450,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134725.1,GCF_058134725.1.fna,core_LAB,False,,,3163337,45.1709,,,,3,,,,
LABG_0451,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134735.1,GCF_058134735.1.fna,core_LAB,False,,,3163670,45.1699,,,,3,,,,
LABG_0452,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134785.1,GCF_058134785.1.fna,core_LAB,False,,,3453079,44.2088,,,,4,,,,
LABG_0453,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134795.1,GCF_058134795.1.fna,core_LAB,False,,,3453070,44.2088,,,,4,,,,
LABG_0454,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134825.1,GCF_058134825.1.fna,core_LAB,False,,,3486360,44.2213,,,,5,,,,
LABG_0455,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134845.1,GCF_058134845.1.fna,core_LAB,False,,,3222746,44.4591,,,,5,,,,
LABG_0456,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134875.1,GCF_058134875.1.fna,core_LAB,False,,,3361878,44.3601,,,,9,,,,
LABG_0457,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134895.1,GCF_058134895.1.fna,core_LAB,False,,,3364714,44.2844,,,,5,,,,
LABG_0458,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058134935.1,GCF_058134935.1.fna,core_LAB,False,,,3163657,45.1699,,,,3,,,,
LABG_0459,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058134955.1,GCF_058134955.1.fna,core_LAB,False,,,3453080,44.2087,,,,4,,,,
LABG_0460,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058135345.1,GCF_058135345.1.fna,core_LAB,False,,,3245143,44.5622,,,,1,,,,
LABG_0461,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_058135385.1,GCF_058135385.1.fna,core_LAB,False,,,3199586,45.133,,,,4,,,,
LABG_0462,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058135485.1,GCF_058135485.1.fna,core_LAB,False,,,3406123,44.3522,,,,4,,,,
LABG_0463,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_058437055.1,GCF_058437055.1.fna,core_LAB,False,,,3326976,44.453,,,,5,,,,
LABG_0464,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_059031825.1,GCF_059031825.1.fna,core_LAB,False,,,3214235,44.4695,,,,5,,,,
LABG_0465,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_059488785.1,GCF_059488785.1.fna,core_LAB,False,,,3333045,44.4544,,,,7,,,,
LABG_0466,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_059547555.1,GCF_059547555.1.fna,core_LAB,False,,,3566845,44.1801,,,,5,,,,
LABG_0467,Lactiplantibacillus carotarum,Lactiplantibacillus carotarum,Lactiplantibacillus,GCF_947539765.1,GCF_947539765.1.fna,core_LAB,False,,,3447133,47.6054,,,,9,,,,
LABG_0468,Lactiplantibacillus xiangfangensis,Lactiplantibacillus xiangfangensis,Lactiplantibacillus,GCF_963243495.1,GCF_963243495.1.fna,core_LAB,False,,,3063594,45.3224,,,,3,,,,
LABG_0469,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_964063425.1,GCF_964063425.1.fna,core_LAB,False,,,3911985,45.9614,,,,9,,,,
LABG_0470,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_964065245.1,GCF_964065245.1.fna,core_LAB,False,,,3282237,44.4659,,,,6,,,,
LABG_0471,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_964065445.1,GCF_964065445.1.fna,core_LAB,False,,,3439772,44.309,,,,7,,,,
LABG_0472,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_964084915.1,GCF_964084915.1.fna,core_LAB,False,,,3216916,44.6342,,,,2,,,,
LABG_0473,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_964200455.1,GCF_964200455.1.fna,core_LAB,False,,,3470577,44.3262,,,,9,,,,
LABG_0474,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_965286275.1,GCF_965286275.1.fna,core_LAB,False,,,3139010,44.6833,,,,4,,,,
LABG_0475,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_965286285.1,GCF_965286285.1.fna,core_LAB,False,,,3120811,45.3237,,,,5,,,,
LABG_0476,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_965286295.1,GCF_965286295.1.fna,core_LAB,False,,,2994943,45.3165,,,,2,,,,
LABG_0477,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_965286415.1,GCF_965286415.1.fna,core_LAB,False,,,3249125,44.4185,,,,7,,,,
LABG_0478,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_965286495.1,GCF_965286495.1.fna,core_LAB,False,,,3248561,44.5577,,,,19,,,,
LABG_0479,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_965286625.1,GCF_965286625.1.fna,core_LAB,False,,,3572990,44.1956,,,,18,,,,
LABG_0480,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_982553825.1,GCF_982553825.1.fna,core_LAB,False,,,3372972,44.3944,,,,9,,,,
LABG_0481,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_982553985.1,GCF_982553985.1.fna,core_LAB,False,,,3254018,44.5555,,,,4,,,,
LABG_0482,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_982554065.1,GCF_982554065.1.fna,core_LAB,False,,,3392213,44.4333,,,,4,,,,
LABG_0483,Lactobacillus acidophilus,Lactobacillus acidophilus,Lactobacillus,GCF_034298135.1,GCF_034298135.1_ASM3429813v1_genomic.fna,core_LAB,False,,,1978847,34.7183,,,,1,,,,
LABG_0484,Lactobacillus brevis,Lactobacillus brevis,Lactobacillus,GCF_900475625.1,GCF_900475625.1_45709_F01_genomic.fna,core_LAB,False,,,2494328,46.0001,,,,1,,,,
LABG_0485,Lactobacillus casei,Lactobacillus casei,Lactobacillus,GCF_000829055.1,GCF_000829055.1_ASM82905v1_genomic.fna,core_LAB,False,,,2952961,47.8789,,,,3,,,,
LABG_0486,Lactobacillus crispatus,Lactobacillus crispatus,Lactobacillus,GCF_009769205.1,GCF_009769205.1_ASM976920v1_genomic.fna,core_LAB,False,,,2039404,37.0035,,,,2,,,,
LABG_0487,Lactobacillus delbrueckii subsp. bulgaricus,Lactobacillus delbrueckii subsp. bulgaricus,Lactobacillus,GCF_000056065.1,GCF_000056065.1_ASM5606v1_genomic.fna,core_LAB,False,,,1864998,49.719,,,,1,,,,
LABG_0488,Lactobacillus farciminis,Lactobacillus farciminis,Lactobacillus,GCF_002706745.1,GCF_002706745.1_ASM270674v1_genomic.fna,core_LAB,False,,,2551839,36.4364,,,,1,,,,
LABG_0489,Lactobacillus fermentum,Lactobacillus fermentum,Lactobacillus,GCF_005341425.1,GCF_005341425.1_ASM534142v1_genomic.fna,core_LAB,False,,,1905587,52.295,,,,1,,,,
LABG_0490,Lactobacillus gasseri,Lactobacillus gasseri,Lactobacillus,GCF_000014425.1,GCF_000014425.1_ASM1442v1_genomic.fna,core_LAB,False,,,1894360,35.2596,,,,1,,,,
LABG_0491,Lactobacillus helveticus,Lactobacillus helveticus,Lactobacillus,GCF_046109915.1,GCF_046109915.1_ASM4610991v1_genomic.fna,core_LAB,False,,,2120944,36.8101,,,,1,,,,
LABG_0492,Lactobacillus johnsonii,Lactobacillus johnsonii,Lactobacillus,GCF_014058685.1,GCF_014058685.1_ASM1405868v1_genomic.fna,core_LAB,False,,,1951416,34.6731,,,,1,,,,
LABG_0493,Lactobacillus murinus,Lactobacillus murinus,Lactobacillus,GCF_003288115.1,GCF_003288115.1_ASM328811v1_genomic.fna,core_LAB,False,,,2290452,39.8613,,,,1,,,,
LABG_0494,Lactobacillus paracasei,Lactobacillus paracasei,Lactobacillus,GCF_000155515.2,GCF_000155515.2_ASM15551v2_genomic.fna,core_LAB,False,,,3025352,46.297,,,,3,,,,
LABG_0495,Lactobacillus rhamnosus,Lactobacillus rhamnosus,Lactobacillus,GCF_900636965.1,GCF_900636965.1_45296_G02_genomic.fna,core_LAB,False,,,2988387,46.7626,,,,1,,,,
LABG_0496,Lactobacillus sakei,Lactobacillus sakei,Lactobacillus,GCF_054890615.1,GCF_054890615.1_ASM5489061v1_genomic.fna,core_LAB,False,,,2124608,41.1081,,,,3,,,,
LABG_0497,Lactobacillus salivarius,Lactobacillus salivarius,Lactobacillus,GCF_035231985.1,GCF_035231985.1_ASM3523198v1_genomic.fna,core_LAB,False,,,2071255,33.1301,,,,3,,,,
LABG_0498,Lactococcus lactis,Lactococcus lactis,Lactococcus,GCF_003176835.1,GCF_003176835.1_ASM317683v1_genomic.fna,core_LAB,False,,,2639081,34.9779,,,,2,,,,
LABG_0499,Leuconostoc argentinum,Leuconostoc argentinum,Leuconostoc,GCF_000179875.1,GCF_000179875.1_ASM17987v1_genomic.fna,core_LAB,False,,,1720683,42.8898,,,,98,,,,
LABG_0500,Leuconostoc citreum,Leuconostoc citreum,Leuconostoc,GCF_007954785.1,GCF_007954785.1_ASM795478v1_genomic.fna,core_LAB,False,,,1903250,38.9103,,,,2,,,,
LABG_0501,Leuconostoc mesenteroides,Leuconostoc mesenteroides,Leuconostoc,GCF_000014445.1,GCF_000014445.1_ASM1444v1_genomic.fna,core_LAB,False,,,2075763,37.6686,,,,2,,,,
LABG_0502,Pediococcus pentosaceus,Pediococcus pentosaceus,Pediococcus,GCF_000014505.1,GCF_000014505.1_ASM1450v1_genomic.fna,core_LAB,False,,,1832387,37.3578,,,,1,,,,
LABG_0503,Propionibacterium freudenreichii subsp. shermanii,Propionibacterium freudenreichii subsp. shermanii,Propionibacterium,GCF_058410905.1,GCF_058410905.1_ASM5841090v1_genomic.fna,fermentative_non_LAB,False,,,2554063,67.2333,,,,62,,,,
LABG_0504,Streptococcus thermophilus,Streptococcus thermophilus,Streptococcus,GCF_903886475.1,GCF_903886475.1_Streptococcus_thermophilus_CIRM_65_genomic.fna,core_LAB,False,,,1791634,39.1271,,,,2,,,,
LABG_0505,Weissella cibaria,Weissella cibaria,Weissella,GCF_001951095.1,GCF_001951095.1_ASM195109v1_genomic.fna,core_LAB,False,,,2363492,45.2575,,,,2,,,,
LABG_0506,Weissella confusa,Weissella confusa,Weissella,GCF_004771075.1,GCF_004771075.1_ASM477107v1_genomic.fna,core_LAB,False,,,2216758,45.0591,,,,2,,,,
LABG_0507,Weissella koreensis,Weissella koreensis,Weissella,GCF_000219805.1,GCF_000219805.1_ASM21980v1_genomic.fna,core_LAB,False,,,1441470,35.4992,,,,2,,,,
